ItemCompraID,CompraID,IsqueiroID,Quantidade,PrecoUnitario,Desconto,DataCriacao,SubTotal
64,19471,58,2,83.14,7.85,2025-07-29 19:51:11.231940,153.22702
65,30072,76,3,92.44,15.41,2025-07-29 19:51:11.231940,234.58498799999998
66,1136,92,1,5.82,9.09,2025-07-29 19:51:11.231940,5.290962
67,49507,78,1,39.59,6.06,2025-07-29 19:51:11.231940,37.190846
68,30761,72,1,53.43,3.69,2025-07-29 19:51:11.231940,51.458433
69,30118,19,1,46.41,6.22,2025-07-29 19:51:11.231940,43.523298
70,3864,86,1,17.96,18.62,2025-07-29 19:51:11.231940,14.615848
71,17355,95,1,50.77,4.25,2025-07-29 19:51:11.231940,48.612275000000004
72,12140,72,1,62.32,18.44,2025-07-29 19:51:11.231940,50.828192
73,42467,97,1,43.77,4.6,2025-07-29 19:51:11.231940,41.75658
74,25278,88,3,37.88,8.05,2025-07-29 19:51:11.231940,104.49198000000001
75,295,84,3,41.66,1.94,2025-07-29 19:51:11.231940,122.555388
76,13020,92,1,43.63,11.16,2025-07-29 19:51:11.231940,38.760892
77,39405,9,4,66.93,17.8,2025-07-29 19:51:11.231940,220.06584
78,1212,78,1,28.04,10.25,2025-07-29 19:51:11.231940,25.165899999999997
79,15607,19,2,52.81,6.53,2025-07-29 19:51:11.231940,98.723014
80,24132,40,3,69.52,0.46,2025-07-29 19:51:11.231940,207.60062399999998
81,26216,83,2,44.09,6.39,2025-07-29 19:51:11.231940,82.54529800000002
82,44507,7,1,80.81,8.59,2025-07-29 19:51:11.231940,73.868421
83,42749,32,1,22.03,1.97,2025-07-29 19:51:11.231940,21.596009
84,40781,15,1,39.32,3.62,2025-07-29 19:51:11.231940,37.896616
85,9228,4,1,57.49,0.66,2025-07-29 19:51:11.231940,57.110566
86,46266,75,1,35.89,7.04,2025-07-29 19:51:11.231940,33.363344
87,44751,2,3,84.32,6.65,2025-07-29 19:51:11.231940,236.13815999999997
88,143,72,2,65.93,6.96,2025-07-29 19:51:11.231940,122.68254400000001
89,5023,55,3,51.21,8.97,2025-07-29 19:51:11.231940,139.849389
90,1506,60,1,35.96,14.64,2025-07-29 19:51:11.231940,30.695456
91,9382,96,1,78.67,8.06,2025-07-29 19:51:11.231940,72.329198
92,2994,81,3,94.17,11.4,2025-07-29 19:51:11.231940,250.30386
93,39451,72,3,40.35,1.14,2025-07-29 19:51:11.231940,119.67003000000001
94,23880,93,3,36.34,10.71,2025-07-29 19:51:11.231940,97.34395800000001
95,45504,85,1,10.47,7.03,2025-07-29 19:51:11.231940,9.733959
96,49377,74,1,76.77,5.94,2025-07-29 19:51:11.231940,72.209862
97,23380,45,1,52.5,11.38,2025-07-29 19:51:11.231940,46.5255
98,39308,3,1,33.52,11.33,2025-07-29 19:51:11.231940,29.722184000000006
99,26946,13,1,84.71,19.51,2025-07-29 19:51:11.231940,68.18307899999999
100,48786,9,1,70.43,11.32,2025-07-29 19:51:11.231940,62.45732400000001
101,5371,65,2,71.19,5.27,2025-07-29 19:51:11.231940,134.876574
102,2916,12,3,51.6,9.8,2025-07-29 19:51:11.231940,139.6296
103,45956,81,1,6.2,10.27,2025-07-29 19:51:11.231940,5.56326
104,25646,54,1,44.29,4.38,2025-07-29 19:51:11.231940,42.350098
105,21594,46,2,64.12,12.05,2025-07-29 19:51:11.231940,112.78708
106,35906,7,1,11.63,0.17,2025-07-29 19:51:11.231940,11.610229
107,29733,33,1,11.87,4.62,2025-07-29 19:51:11.231940,11.321606
108,26231,55,5,73.56,18.53,2025-07-29 19:51:11.231940,299.64666
109,10611,57,1,87.37,9.41,2025-07-29 19:51:11.231940,79.14848300000001
110,47280,3,1,60.42,1.7,2025-07-29 19:51:11.231940,59.39286
111,12766,89,1,36.44,7.7,2025-07-29 19:51:11.231940,33.63412
112,43072,96,2,8.57,8.04,2025-07-29 19:51:11.231940,15.761944
113,38533,51,1,14.05,6.01,2025-07-29 19:51:11.231940,13.205595
114,23474,74,1,81.4,11.89,2025-07-29 19:51:11.231940,71.72154
115,8891,45,3,76.04,4.71,2025-07-29 19:51:11.231940,217.375548
116,24730,43,1,65.38,12.13,2025-07-29 19:51:11.231940,57.449405999999996
117,35838,95,2,63.7,19.64,2025-07-29 19:51:11.231940,102.37864
118,45647,33,2,62.05,8.63,2025-07-29 19:51:11.231940,113.39016999999998
119,31069,98,1,81.2,18.11,2025-07-29 19:51:11.231940,66.49468
120,36091,76,2,77.47,19.01,2025-07-29 19:51:11.231940,125.48590599999999
121,47092,36,1,72.55,16.83,2025-07-29 19:51:11.231940,60.339835
122,41355,12,1,25.96,19.02,2025-07-29 19:51:11.231940,21.022408
123,2607,46,1,15.13,15.56,2025-07-29 19:51:11.231940,12.775772000000002
124,44125,33,3,32.15,6.54,2025-07-29 19:51:11.231940,90.14217
125,41165,15,3,71.03,0.73,2025-07-29 19:51:11.231940,211.534443
126,16809,33,1,75.64,19.62,2025-07-29 19:51:11.231940,60.799431999999996
127,25053,73,1,11.39,19.44,2025-07-29 19:51:11.231940,9.175784
128,6253,41,2,57.85,14.64,2025-07-29 19:51:11.231940,98.76152
129,23069,38,2,78.72,19.54,2025-07-29 19:51:11.231940,126.67622399999999
130,4627,70,1,65.84,13.74,2025-07-29 19:51:11.231940,56.793584
131,29481,91,2,12.82,8.01,2025-07-29 19:51:11.231940,23.586236
132,33400,57,1,83.0,5.05,2025-07-29 19:51:11.231940,78.8085
133,22021,72,1,50.48,6.55,2025-07-29 19:51:11.231940,47.173559999999995
134,40768,57,2,43.73,10.75,2025-07-29 19:51:11.231940,78.05805
135,23446,50,1,51.26,7.29,2025-07-29 19:51:11.231940,47.523146
136,8298,16,3,10.39,7.37,2025-07-29 19:51:11.231940,28.872771
137,49273,63,1,51.7,15.07,2025-07-29 19:51:11.231940,43.90881
138,14175,96,2,88.63,9.91,2025-07-29 19:51:11.231940,159.693534
139,34604,32,2,43.11,13.78,2025-07-29 19:51:11.231940,74.338884
140,42852,44,2,83.24,4.52,2025-07-29 19:51:11.231940,158.95510399999998
141,40856,40,1,32.93,12.37,2025-07-29 19:51:11.231940,28.856558999999997
142,3321,6,1,49.77,13.48,2025-07-29 19:51:11.231940,43.061004000000004
143,45779,51,1,82.65,7.22,2025-07-29 19:51:11.231940,76.68267
144,44437,91,1,37.12,16.88,2025-07-29 19:51:11.231940,30.854143999999998
145,4819,55,1,61.19,14.73,2025-07-29 19:51:11.231940,52.176713
146,3085,60,2,98.82,11.39,2025-07-29 19:51:11.231940,175.12880399999997
147,44117,52,3,37.99,1.47,2025-07-29 19:51:11.231940,112.294641
148,12589,54,3,27.22,19.84,2025-07-29 19:51:11.231940,65.45865599999999
149,43911,22,3,51.43,4.47,2025-07-29 19:51:11.231940,147.393237
150,39410,20,1,85.83,4.3,2025-07-29 19:51:11.231940,82.13931
151,49416,69,1,77.43,8.0,2025-07-29 19:51:11.231940,71.2356
152,22782,50,2,5.67,8.34,2025-07-29 19:51:11.231940,10.394243999999999
153,39616,52,4,84.69,18.12,2025-07-29 19:51:11.231940,277.376688
154,49632,29,3,55.8,0.68,2025-07-29 19:51:11.231940,166.26167999999998
155,39754,52,3,35.15,11.13,2025-07-29 19:51:11.231940,93.713415
156,31681,65,1,21.0,15.62,2025-07-29 19:51:11.231940,17.7198
157,17897,23,1,84.87,2.48,2025-07-29 19:51:11.231940,82.765224
158,294,4,1,18.69,4.81,2025-07-29 19:51:11.231940,17.791011
159,31785,13,1,9.29,10.65,2025-07-29 19:51:11.231940,8.300614999999999
160,41567,32,1,48.7,16.64,2025-07-29 19:51:11.231940,40.596320000000006
161,36853,81,4,36.95,14.92,2025-07-29 19:51:11.231940,125.74824000000001
162,41054,34,1,70.99,11.7,2025-07-29 19:51:11.231940,62.684169999999995
163,8180,50,2,88.75,14.81,2025-07-29 19:51:11.231940,151.21225
164,24719,1,3,6.36,19.4,2025-07-29 19:51:11.231940,15.378480000000003
165,14091,32,1,24.63,18.83,2025-07-29 19:51:11.231940,19.992171
166,30933,32,2,50.11,0.01,2025-07-29 19:51:11.231940,100.209978
167,28560,23,2,38.29,3.73,2025-07-29 19:51:11.231940,73.723566
168,42804,93,4,17.92,12.65,2025-07-29 19:51:11.231940,62.612480000000005
169,3930,4,4,69.52,14.19,2025-07-29 19:51:11.231940,238.62044799999998
170,30791,93,2,20.72,5.31,2025-07-29 19:51:11.231940,39.239535999999994
171,18718,25,2,74.13,11.93,2025-07-29 19:51:11.231940,130.572582
172,12843,88,1,56.04,8.36,2025-07-29 19:51:11.231940,51.355056
173,48300,44,3,39.68,3.88,2025-07-29 19:51:11.231940,114.421248
174,39954,74,1,64.37,7.97,2025-07-29 19:51:11.231940,59.23971100000001
175,37023,25,1,11.29,11.95,2025-07-29 19:51:11.231940,9.940845
176,4123,28,2,95.38,16.07,2025-07-29 19:51:11.231940,160.10486799999998
177,47336,87,1,22.23,3.06,2025-07-29 19:51:11.231940,21.549762
178,5302,83,3,32.09,18.37,2025-07-29 19:51:11.231940,78.58520100000001
179,8142,46,2,28.21,17.73,2025-07-29 19:51:11.231940,46.416734
180,28790,90,1,86.69,4.95,2025-07-29 19:51:11.231940,82.398845
181,20320,77,1,74.29,2.36,2025-07-29 19:51:11.231940,72.53675600000001
182,3922,86,1,57.58,17.16,2025-07-29 19:51:11.231940,47.699272
183,5665,79,3,44.69,15.09,2025-07-29 19:51:11.231940,113.83883699999998
184,23542,97,3,74.66,4.92,2025-07-29 19:51:11.231940,212.960184
185,10969,62,1,79.53,0.61,2025-07-29 19:51:11.231940,79.044867
186,18082,85,2,22.49,11.36,2025-07-29 19:51:11.231940,39.87027199999999
187,49885,84,3,44.41,6.76,2025-07-29 19:51:11.231940,124.22365199999999
188,20247,17,1,55.61,17.06,2025-07-29 19:51:11.231940,46.122934
189,32867,65,1,85.04,18.51,2025-07-29 19:51:11.231940,69.299096
190,10817,90,1,77.67,7.16,2025-07-29 19:51:11.231940,72.108828
191,44631,85,1,80.89,5.78,2025-07-29 19:51:11.231940,76.214558
192,23652,79,1,19.54,7.77,2025-07-29 19:51:11.231940,18.021742
193,18817,6,1,76.83,9.94,2025-07-29 19:51:11.231940,69.193098
194,30531,60,1,45.93,11.91,2025-07-29 19:51:11.231940,40.459737
195,27340,67,1,63.74,16.2,2025-07-29 19:51:11.231940,53.41412
196,15954,41,3,64.22,2.99,2025-07-29 19:51:11.231940,186.899466
197,47906,3,1,81.05,3.2,2025-07-29 19:51:11.231940,78.45639999999999
198,10840,71,1,97.47,3.93,2025-07-29 19:51:11.231940,93.63942899999999
199,43219,49,2,85.12,5.24,2025-07-29 19:51:11.231940,161.319424
200,45372,57,2,60.13,18.62,2025-07-29 19:51:11.231940,97.867588
201,1026,45,1,95.76,10.52,2025-07-29 19:51:11.231940,85.68604800000001
202,8884,86,3,28.22,4.01,2025-07-29 19:51:11.231940,81.26513399999999
203,32865,97,1,49.64,9.46,2025-07-29 19:51:11.231940,44.944055999999996
204,14294,24,1,13.39,18.78,2025-07-29 19:51:11.231940,10.875358
205,19064,57,1,37.83,12.96,2025-07-29 19:51:11.231940,32.927232
206,3906,7,1,46.75,1.32,2025-07-29 19:51:11.231940,46.1329
207,17836,68,1,79.55,5.94,2025-07-29 19:51:11.231940,74.82473
208,47238,5,1,40.85,3.97,2025-07-29 19:51:11.231940,39.228255000000004
209,39828,43,1,15.41,4.4,2025-07-29 19:51:11.231940,14.731959999999999
210,11928,54,2,79.89,5.75,2025-07-29 19:51:11.231940,150.59265
211,36112,5,4,67.96,5.96,2025-07-29 19:51:11.231940,255.63833599999998
212,45250,72,5,62.9,17.74,2025-07-29 19:51:11.231940,258.7077
213,23537,60,1,72.92,10.97,2025-07-29 19:51:11.231940,64.920676
214,15389,74,1,84.66,18.82,2025-07-29 19:51:11.231940,68.72698799999999
215,45665,82,2,96.39,1.91,2025-07-29 19:51:11.231940,189.097902
216,48019,46,1,62.24,18.82,2025-07-29 19:51:11.231940,50.526432
217,6119,86,1,58.96,4.95,2025-07-29 19:51:11.231940,56.04148
218,4828,16,2,69.11,16.2,2025-07-29 19:51:11.231940,115.82835999999999
219,18821,54,3,62.07,17.5,2025-07-29 19:51:11.231940,153.62324999999998
220,28524,24,2,64.97,10.02,2025-07-29 19:51:11.231940,116.920012
221,40531,8,1,77.97,4.43,2025-07-29 19:51:11.231940,74.515929
222,9988,48,1,29.02,16.78,2025-07-29 19:51:11.231940,24.150444
223,33708,11,2,18.0,19.7,2025-07-29 19:51:11.231940,28.908
224,14326,20,4,23.57,2.18,2025-07-29 19:51:11.231940,92.224696
225,2900,87,2,97.4,1.33,2025-07-29 19:51:11.231940,192.20916000000003
226,20681,7,1,10.66,14.08,2025-07-29 19:51:11.231940,9.159072
227,44948,55,2,58.05,9.26,2025-07-29 19:51:11.231940,105.34913999999999
228,48060,13,1,47.09,2.42,2025-07-29 19:51:11.231940,45.950422
229,25106,60,1,66.65,10.95,2025-07-29 19:51:11.231940,59.35182500000001
230,17331,50,1,9.53,5.6,2025-07-29 19:51:11.231940,8.996319999999999
231,24759,80,1,99.9,13.78,2025-07-29 19:51:11.231940,86.13378
232,5933,55,1,98.05,1.06,2025-07-29 19:51:11.231940,97.01066999999999
233,48987,71,2,81.08,19.53,2025-07-29 19:51:11.231940,130.490152
234,1779,3,2,13.48,12.78,2025-07-29 19:51:11.231940,23.514512
235,36430,62,1,56.11,6.39,2025-07-29 19:51:11.231940,52.524571
236,31897,54,1,10.46,16.98,2025-07-29 19:51:11.231940,8.683892000000002
237,44789,81,1,84.97,15.59,2025-07-29 19:51:11.231940,71.72317699999999
238,12515,8,1,21.24,14.03,2025-07-29 19:51:11.231940,18.260028
239,4717,40,3,96.73,15.9,2025-07-29 19:51:11.231940,244.04979
240,3014,14,1,64.89,17.47,2025-07-29 19:51:11.231940,53.553717000000006
241,4969,38,4,81.16,17.23,2025-07-29 19:51:11.231940,268.704528
242,39722,43,4,94.69,7.91,2025-07-29 19:51:11.231940,348.800084
243,14195,42,1,79.25,16.57,2025-07-29 19:51:11.231940,66.118275
244,17290,56,1,22.94,19.78,2025-07-29 19:51:11.231940,18.402468000000002
245,12609,13,1,18.36,10.28,2025-07-29 19:51:11.231940,16.472592
246,42388,82,1,17.43,10.12,2025-07-29 19:51:11.231940,15.666084
247,39811,64,3,52.85,2.52,2025-07-29 19:51:11.231940,154.55454
248,26287,39,1,97.98,8.74,2025-07-29 19:51:11.231940,89.416548
249,3220,67,1,60.04,15.84,2025-07-29 19:51:11.231940,50.529664
250,4640,45,1,99.94,13.9,2025-07-29 19:51:11.231940,86.04834
251,18639,14,3,62.36,10.78,2025-07-29 19:51:11.231940,166.91277599999998
252,34407,93,1,71.39,5.14,2025-07-29 19:51:11.231940,67.720554
253,8129,39,1,54.3,18.66,2025-07-29 19:51:11.231940,44.16762
254,3825,90,2,66.14,4.02,2025-07-29 19:51:11.231940,126.962344
255,11815,63,1,32.52,10.25,2025-07-29 19:51:11.231940,29.186700000000002
256,18396,46,1,43.65,8.89,2025-07-29 19:51:11.231940,39.769515
257,30237,37,1,41.08,8.46,2025-07-29 19:51:11.231940,37.604631999999995
258,28064,76,1,84.12,4.55,2025-07-29 19:51:11.231940,80.29254
259,2557,17,1,39.2,17.45,2025-07-29 19:51:11.231940,32.3596
260,24264,23,2,48.26,13.38,2025-07-29 19:51:11.231940,83.60562399999999
261,14318,16,1,17.67,7.65,2025-07-29 19:51:11.231940,16.318245
262,20130,76,3,50.87,6.49,2025-07-29 19:51:11.231940,142.705611
263,42409,14,1,6.38,0.16,2025-07-29 19:51:11.231940,6.3697919999999995
264,27331,13,2,19.23,14.9,2025-07-29 19:51:11.231940,32.72946
265,34023,12,2,97.56,10.35,2025-07-29 19:51:11.231940,174.92508
266,31281,24,1,42.0,14.24,2025-07-29 19:51:11.231940,36.0192
267,30873,68,2,34.14,7.99,2025-07-29 19:51:11.231940,62.824428000000005
268,16700,27,5,57.54,16.74,2025-07-29 19:51:11.231940,239.53902
269,24077,42,1,89.96,10.21,2025-07-29 19:51:11.231940,80.77508399999999
270,3402,70,4,34.31,9.82,2025-07-29 19:51:11.231940,123.763032
271,20391,3,3,88.05,16.77,2025-07-29 19:51:11.231940,219.852045
272,17222,59,1,82.49,8.12,2025-07-29 19:51:11.231940,75.79181200000001
273,44519,7,1,58.02,1.63,2025-07-29 19:51:11.231940,57.074274
274,12636,46,2,8.32,6.52,2025-07-29 19:51:11.231940,15.555072
275,21565,32,1,28.79,15.6,2025-07-29 19:51:11.231940,24.298759999999998
276,34820,9,1,93.42,7.11,2025-07-29 19:51:11.231940,86.777838
277,16610,29,3,10.73,5.3,2025-07-29 19:51:11.231940,30.483929999999997
278,6074,14,2,62.56,14.12,2025-07-29 19:51:11.231940,107.453056
279,47077,42,5,92.54,5.64,2025-07-29 19:51:11.231940,436.60372000000007
280,17794,98,2,16.45,17.92,2025-07-29 19:51:11.231940,27.004319999999996
281,46940,65,1,66.3,15.17,2025-07-29 19:51:11.231940,56.242290000000004
282,19843,39,2,68.61,2.4,2025-07-29 19:51:11.231940,133.92672
283,3162,98,1,7.46,16.88,2025-07-29 19:51:11.231940,6.2007520000000005
284,35784,10,1,57.63,4.68,2025-07-29 19:51:11.231940,54.932916000000006
285,34903,5,2,57.53,4.54,2025-07-29 19:51:11.231940,109.836276
286,18744,24,1,11.63,17.34,2025-07-29 19:51:11.231940,9.613358
287,21587,38,5,92.31,14.79,2025-07-29 19:51:11.231940,393.28675499999997
288,17128,18,1,6.14,0.83,2025-07-29 19:51:11.231940,6.0890379999999995
289,10622,31,1,16.74,8.81,2025-07-29 19:51:11.231940,15.265205999999997
290,43834,26,1,97.93,15.54,2025-07-29 19:51:11.231940,82.711678
291,11561,5,4,12.87,13.26,2025-07-29 19:51:11.231940,44.653752
292,26445,89,1,32.06,2.85,2025-07-29 19:51:11.231940,31.146290000000004
293,9143,13,1,83.12,16.77,2025-07-29 19:51:11.231940,69.18077600000001
294,20008,55,2,40.34,18.24,2025-07-29 19:51:11.231940,65.96396800000001
295,292,3,4,70.6,5.53,2025-07-29 19:51:11.231940,266.78328
296,9780,77,1,90.25,6.27,2025-07-29 19:51:11.231940,84.591325
297,34781,69,1,19.82,15.96,2025-07-29 19:51:11.231940,16.656728
298,48738,53,2,8.86,8.34,2025-07-29 19:51:11.231940,16.242151999999997
299,32127,83,1,79.3,5.48,2025-07-29 19:51:11.231940,74.95436
300,8001,30,1,24.32,1.91,2025-07-29 19:51:11.231940,23.855488
301,14964,80,1,49.54,11.29,2025-07-29 19:51:11.231940,43.946934
302,1529,49,1,98.41,13.79,2025-07-29 19:51:11.231940,84.839261
303,18319,79,1,56.67,9.46,2025-07-29 19:51:11.231940,51.309018
304,2002,90,3,59.27,15.88,2025-07-29 19:51:11.231940,149.573772
305,938,28,1,27.74,7.65,2025-07-29 19:51:11.231940,25.61789
306,22666,92,1,17.31,9.01,2025-07-29 19:51:11.231940,15.750369
307,7088,77,2,51.31,9.77,2025-07-29 19:51:11.231940,92.594026
308,46278,30,2,89.71,14.25,2025-07-29 19:51:11.231940,153.85264999999998
309,39755,63,1,38.77,1.77,2025-07-29 19:51:11.231940,38.083771
310,27797,28,1,61.81,6.41,2025-07-29 19:51:11.231940,57.847979
311,47537,10,1,81.29,11.17,2025-07-29 19:51:11.231940,72.209907
312,20106,23,2,25.96,18.64,2025-07-29 19:51:11.231940,42.242112
313,6862,89,1,22.66,0.97,2025-07-29 19:51:11.231940,22.440198
314,5036,86,1,97.49,17.31,2025-07-29 19:51:11.231940,80.614481
315,24319,59,1,20.31,8.52,2025-07-29 19:51:11.231940,18.579588
316,25537,59,1,47.11,19.58,2025-07-29 19:51:11.231940,37.885862
317,32217,93,1,87.51,11.12,2025-07-29 19:51:11.231940,77.77888800000001
318,31372,42,1,82.69,13.6,2025-07-29 19:51:11.231940,71.44416
319,22947,98,1,52.45,17.37,2025-07-29 19:51:11.231940,43.339435
320,2509,7,1,45.77,14.37,2025-07-29 19:51:11.231940,39.192851000000005
321,46457,71,1,81.65,6.6,2025-07-29 19:51:11.231940,76.2611
322,13851,100,1,8.85,12.26,2025-07-29 19:51:11.231940,7.764989999999999
323,47525,64,1,61.65,9.51,2025-07-29 19:51:11.231940,55.787085
324,34255,26,2,28.62,18.86,2025-07-29 19:51:11.231940,46.444536
325,1680,18,2,15.12,5.04,2025-07-29 19:51:11.231940,28.715904
326,16608,23,1,30.98,7.45,2025-07-29 19:51:11.231940,28.67199
327,15709,30,5,64.84,5.9,2025-07-29 19:51:11.231940,305.0722
328,3710,16,2,79.12,9.27,2025-07-29 19:51:11.231940,143.571152
329,32388,74,2,82.79,10.34,2025-07-29 19:51:11.231940,148.45902800000002
330,6219,77,2,66.11,10.32,2025-07-29 19:51:11.231940,118.57489600000001
331,23198,14,2,5.89,4.81,2025-07-29 19:51:11.231940,11.213382
332,35379,31,2,96.32,1.89,2025-07-29 19:51:11.231940,188.999104
333,25554,44,3,69.24,1.49,2025-07-29 19:51:11.231940,204.62497199999996
334,6426,32,2,72.4,6.76,2025-07-29 19:51:11.231940,135.01152000000002
335,26858,99,1,80.39,15.03,2025-07-29 19:51:11.231940,68.307383
336,46814,9,1,66.07,17.92,2025-07-29 19:51:11.231940,54.23025599999999
337,7062,62,1,8.12,11.42,2025-07-29 19:51:11.231940,7.192696
338,35089,42,2,73.1,2.67,2025-07-29 19:51:11.231940,142.29646
339,8285,56,1,95.24,16.73,2025-07-29 19:51:11.231940,79.306348
340,48600,58,1,59.02,0.23,2025-07-29 19:51:11.231940,58.884254000000006
341,48527,11,1,28.26,0.79,2025-07-29 19:51:11.231940,28.036746
342,45785,57,2,49.6,0.9,2025-07-29 19:51:11.231940,98.30720000000001
343,27766,29,1,42.83,11.29,2025-07-29 19:51:11.231940,37.994493
344,25738,98,1,80.46,5.34,2025-07-29 19:51:11.231940,76.16343599999999
345,20244,19,2,50.11,2.21,2025-07-29 19:51:11.231940,98.005138
346,13262,56,2,26.7,13.44,2025-07-29 19:51:11.231940,46.22304
347,6925,38,1,54.39,2.09,2025-07-29 19:51:11.231940,53.253249
348,29390,39,1,77.91,10.59,2025-07-29 19:51:11.231940,69.659331
349,3489,72,4,40.01,9.2,2025-07-29 19:51:11.231940,145.31632
350,32285,59,2,93.66,16.32,2025-07-29 19:51:11.231940,156.74937599999998
351,31039,48,2,53.81,2.53,2025-07-29 19:51:11.231940,104.897214
352,7071,2,3,50.5,12.96,2025-07-29 19:51:11.231940,131.8656
353,10361,19,1,89.26,19.22,2025-07-29 19:51:11.231940,72.104228
354,13441,61,2,60.79,3.72,2025-07-29 19:51:11.231940,117.05722399999999
355,30814,32,1,50.67,7.16,2025-07-29 19:51:11.231940,47.042028
356,7671,75,1,73.28,19.8,2025-07-29 19:51:11.231940,58.77056
